# index  t_day  tau(t)  Ncum
2.910000000000000000e+02 1.158379629629629592e+00 2.998099962796241016e+02 2.910000000000000000e+02
2.920000000000000000e+02 1.167557870370370399e+00 3.013448430187054328e+02 2.920000000000000000e+02
2.930000000000000000e+02 1.175509259259259309e+00 3.026603587651293310e+02 2.930000000000000000e+02
2.940000000000000000e+02 1.180162037037036926e+00 3.034298639225849570e+02 2.940000000000000000e+02
2.950000000000000000e+02 1.182442129629629690e+00 3.038076435471640480e+02 2.950000000000000000e+02
2.960000000000000000e+02 1.184108796296296395e+00 3.040828866730865911e+02 2.960000000000000000e+02
2.970000000000000000e+02 1.194791666666666696e+00 3.058298391065567898e+02 2.970000000000000000e+02
2.980000000000000000e+02 1.206504629629629566e+00 3.077217692544729744e+02 2.980000000000000000e+02
2.990000000000000000e+02 1.224097222222222170e+00 3.105231590107409261e+02 2.990000000000000000e+02
3.000000000000000000e+02 1.236736111111111036e+00 3.125196217307502025e+02 3.000000000000000000e+02
3.010000000000000000e+02 1.237314814814814756e+00 3.126110420763648676e+02 3.010000000000000000e+02
3.020000000000000000e+02 1.239374999999999893e+00 3.129464352415549797e+02 3.020000000000000000e+02
3.030000000000000000e+02 1.241331018518518459e+00 3.132620877432085535e+02 3.030000000000000000e+02
3.040000000000000000e+02 1.252488425925925908e+00 3.150324175628003331e+02 3.040000000000000000e+02
3.050000000000000000e+02 1.255011574074074154e+00 3.154871342133409371e+02 3.050000000000000000e+02
3.060000000000000000e+02 1.265208333333333268e+00 3.171476094103693413e+02 3.060000000000000000e+02
3.070000000000000000e+02 1.288622685185185190e+00 3.207924978599011183e+02 3.070000000000000000e+02
3.080000000000000000e+02 1.295497685185185155e+00 3.218573759063250463e+02 3.080000000000000000e+02
3.090000000000000000e+02 1.297337962962962887e+00 3.221410140784502687e+02 3.090000000000000000e+02
3.100000000000000000e+02 1.301956018518518610e+00 3.228483117801072240e+02 3.100000000000000000e+02
3.110000000000000000e+02 1.303078703703703489e+00 3.230201927504743935e+02 3.110000000000000000e+02
3.120000000000000000e+02 1.307523148148148184e+00 3.237007388492270366e+02 3.120000000000000000e+02
3.130000000000000000e+02 1.311423611111111054e+00 3.242942274756083521e+02 3.130000000000000000e+02
3.140000000000000000e+02 1.317245370370370372e+00 3.251745738422087584e+02 3.140000000000000000e+02
3.150000000000000000e+02 1.319293981481481692e+00 3.254872240092645370e+02 3.150000000000000000e+02
3.160000000000000000e+02 1.320520833333333366e+00 3.256737990509687393e+02 3.160000000000000000e+02
3.170000000000000000e+02 1.321203703703703658e+00 3.257781613770575291e+02 3.170000000000000000e+02
3.180000000000000000e+02 1.336481481481481381e+00 3.280695447806320999e+02 3.180000000000000000e+02
3.190000000000000000e+02 1.339027777777777706e+00 3.284494186703823857e+02 3.190000000000000000e+02
3.200000000000000000e+02 1.339444444444444438e+00 3.285140531974371925e+02 3.200000000000000000e+02
3.210000000000000000e+02 1.343680555555555545e+00 3.291605746015764566e+02 3.210000000000000000e+02
3.220000000000000000e+02 1.346041666666666581e+00 3.295173291020136048e+02 3.220000000000000000e+02
3.230000000000000000e+02 1.347141203703703605e+00 3.296838397287865519e+02 3.230000000000000000e+02
3.240000000000000000e+02 1.369189814814814721e+00 3.329259985513709807e+02 3.240000000000000000e+02
3.250000000000000000e+02 1.378078703703703667e+00 3.342146959817745255e+02 3.250000000000000000e+02
3.260000000000000000e+02 1.384837962962963021e+00 3.351909549926626255e+02 3.260000000000000000e+02
3.270000000000000000e+02 1.389560185185185093e+00 3.358691039629377428e+02 3.270000000000000000e+02
3.280000000000000000e+02 1.393043981481481675e+00 3.363697268601643486e+02 3.280000000000000000e+02
3.290000000000000000e+02 1.394664351851851780e+00 3.366045147725431548e+02 3.290000000000000000e+02
3.300000000000000000e+02 1.402337962962962870e+00 3.377021025279445894e+02 3.300000000000000000e+02
3.310000000000000000e+02 1.403356481481481399e+00 3.378595211204420252e+02 3.310000000000000000e+02
3.320000000000000000e+02 1.412337962962962878e+00 3.391651561554108412e+02 3.320000000000000000e+02
3.330000000000000000e+02 1.419710648148148069e+00 3.402149718140387904e+02 3.330000000000000000e+02
3.340000000000000000e+02 1.444456018518518237e+00 3.436630113597914828e+02 3.340000000000000000e+02
3.350000000000000000e+02 1.447511574074074048e+00 3.440887553630200273e+02 3.350000000000000000e+02
3.360000000000000000e+02 1.453206018518518494e+00 3.448754995250858428e+02 3.360000000000000000e+02
3.370000000000000000e+02 1.455127314814814721e+00 3.451442812033701557e+02 3.370000000000000000e+02
3.380000000000000000e+02 1.455451388888888697e+00 3.451907563784461672e+02 3.380000000000000000e+02
3.390000000000000000e+02 1.456192129629629628e+00 3.452979825354123022e+02 3.390000000000000000e+02
3.400000000000000000e+02 1.461979166666666829e+00 3.461109577455055728e+02 3.400000000000000000e+02
3.410000000000000000e+02 1.464872685185185208e+00 3.465190228247181494e+02 3.410000000000000000e+02
3.420000000000000000e+02 1.467372685185185155e+00 3.468709470270831048e+02 3.420000000000000000e+02
3.430000000000000000e+02 1.473622685185185244e+00 3.477380160679091432e+02 3.430000000000000000e+02
3.440000000000000000e+02 1.480798611111111107e+00 3.487270886186198027e+02 3.440000000000000000e+02
3.450000000000000000e+02 1.500740740740740709e+00 3.514181509463383577e+02 3.450000000000000000e+02
3.460000000000000000e+02 1.511296296296296360e+00 3.528218095709881368e+02 3.460000000000000000e+02
3.470000000000000000e+02 1.536851851851851913e+00 3.561652647250458017e+02 3.470000000000000000e+02
3.480000000000000000e+02 1.543356481481481524e+00 3.570365916877462951e+02 3.480000000000000000e+02
3.490000000000000000e+02 1.551886574074074154e+00 3.581483604852500093e+02 3.490000000000000000e+02
3.500000000000000000e+02 1.557013888888888919e+00 3.588240649564733076e+02 3.500000000000000000e+02
3.510000000000000000e+02 1.558009259259259149e+00 3.589550304168546404e+02 3.510000000000000000e+02
3.520000000000000000e+02 1.559733796296296493e+00 3.591833900033651616e+02 3.520000000000000000e+02
3.530000000000000000e+02 1.560960648148147945e+00 3.593473717900611177e+02 3.530000000000000000e+02
3.540000000000000000e+02 1.566539351851852002e+00 3.600793852125673880e+02 3.540000000000000000e+02
3.550000000000000000e+02 1.573912037037036971e+00 3.610362406751216895e+02 3.550000000000000000e+02
3.560000000000000000e+02 1.579594907407407600e+00 3.617678347628459505e+02 3.560000000000000000e+02
3.570000000000000000e+02 1.593437500000000284e+00 3.635245219058843986e+02 3.570000000000000000e+02
3.580000000000000000e+02 1.598958333333333259e+00 3.642277376020055613e+02 3.580000000000000000e+02
3.590000000000000000e+02 1.617349537037036988e+00 3.665198333525989369e+02 3.590000000000000000e+02
3.600000000000000000e+02 1.633182870370370354e+00 3.684860176858884984e+02 3.600000000000000000e+02
3.610000000000000000e+02 1.634178240740740806e+00 3.686192461923338897e+02 3.610000000000000000e+02
3.620000000000000000e+02 1.634409722222222250e+00 3.686504448469516433e+02 3.620000000000000000e+02
3.630000000000000000e+02 1.643194444444444180e+00 3.697664297241971667e+02 3.630000000000000000e+02
3.640000000000000000e+02 1.649976851851851833e+00 3.706070617085600816e+02 3.640000000000000000e+02
3.650000000000000000e+02 1.651111111111111196e+00 3.707481929805631466e+02 3.650000000000000000e+02
3.660000000000000000e+02 1.653807870370370248e+00 3.710903695887344611e+02 3.660000000000000000e+02
3.670000000000000000e+02 1.654560185185185217e+00 3.711877948602950710e+02 3.670000000000000000e+02
3.680000000000000000e+02 1.663969907407407467e+00 3.723865839058709071e+02 3.680000000000000000e+02
3.690000000000000000e+02 1.668287037037037068e+00 3.729388438273176689e+02 3.690000000000000000e+02
3.700000000000000000e+02 1.670844907407407431e+00 3.732624115664749525e+02 3.700000000000000000e+02
3.710000000000000000e+02 1.681666666666666643e+00 3.746462847946632451e+02 3.710000000000000000e+02
3.720000000000000000e+02 1.689375000000000071e+00 3.757371646488598458e+02 3.720000000000000000e+02
3.730000000000000000e+02 1.690462962962962834e+00 3.758837036839286156e+02 3.730000000000000000e+02
3.740000000000000000e+02 1.692708333333333259e+00 3.761838267922514660e+02 3.740000000000000000e+02
3.750000000000000000e+02 1.718564814814814490e+00 3.794026929130576491e+02 3.750000000000000000e+02
3.760000000000000000e+02 1.731840277777777715e+00 3.810544449880146658e+02 3.760000000000000000e+02
3.770000000000000000e+02 1.738263888888888609e+00 3.818394705083684357e+02 3.770000000000000000e+02
3.780000000000000000e+02 1.745462962962962994e+00 3.831854678533853189e+02 3.780000000000000000e+02
3.790000000000000000e+02 1.762465277777777839e+00 3.855228627160292945e+02 3.790000000000000000e+02
3.800000000000000000e+02 1.766238425925925837e+00 3.860124210322753697e+02 3.800000000000000000e+02
3.810000000000000000e+02 1.769120370370370177e+00 3.863856643377486080e+02 3.810000000000000000e+02
3.820000000000000000e+02 1.771851851851851567e+00 3.867407757722104407e+02 3.820000000000000000e+02
3.830000000000000000e+02 1.774756944444444207e+00 3.871205178702557532e+02 3.830000000000000000e+02
3.840000000000000000e+02 1.782060185185184942e+00 3.880466689036508114e+02 3.840000000000000000e+02
3.850000000000000000e+02 1.804965277777777599e+00 3.908347905848894470e+02 3.850000000000000000e+02
3.860000000000000000e+02 1.824456018518518130e+00 3.931196163215070101e+02 3.860000000000000000e+02
3.870000000000000000e+02 1.827037037037036793e+00 3.934420615508346373e+02 3.870000000000000000e+02
3.880000000000000000e+02 1.831828703703703987e+00 3.940235639116153266e+02 3.880000000000000000e+02
3.890000000000000000e+02 1.857719907407407556e+00 3.970030482759393067e+02 3.890000000000000000e+02
3.900000000000000000e+02 1.865046296296296591e+00 3.978361097573580309e+02 3.900000000000000000e+02
3.910000000000000000e+02 1.874826388888888973e+00 3.989352802974177621e+02 3.910000000000000000e+02
3.920000000000000000e+02 1.878622685185185270e+00 3.993710074392420779e+02 3.920000000000000000e+02
3.930000000000000000e+02 1.878888888888888831e+00 3.994029827715826286e+02 3.930000000000000000e+02
3.940000000000000000e+02 1.880046296296296493e+00 3.995471719129669737e+02 3.940000000000000000e+02
3.950000000000000000e+02 1.900324074074074110e+00 4.018431543819124840e+02 3.950000000000000000e+02
3.960000000000000000e+02 1.909270833333333028e+00 4.028368710597731024e+02 3.960000000000000000e+02
3.970000000000000000e+02 1.922893518518518308e+00 4.043295645833043750e+02 3.970000000000000000e+02
3.980000000000000000e+02 1.925879629629629664e+00 4.046568149582408296e+02 3.980000000000000000e+02
3.990000000000000000e+02 1.932789351851851967e+00 4.054193733618847091e+02 3.990000000000000000e+02
4.000000000000000000e+02 1.951898148148147882e+00 4.074631514535162182e+02 4.000000000000000000e+02
4.010000000000000000e+02 1.953356481481481222e+00 4.076268063068340552e+02 4.010000000000000000e+02
4.020000000000000000e+02 1.962708333333333277e+00 4.088020561521353784e+02 4.020000000000000000e+02
4.030000000000000000e+02 1.967453703703704093e+00 4.093755129282648682e+02 4.030000000000000000e+02
4.040000000000000000e+02 1.979664351851851967e+00 4.108056852949120525e+02 4.040000000000000000e+02
4.050000000000000000e+02 1.980625000000000080e+00 4.109201141235775481e+02 4.050000000000000000e+02
4.060000000000000000e+02 2.007615740740740673e+00 4.138680926339337134e+02 4.060000000000000000e+02
4.070000000000000000e+02 2.012511574074073994e+00 4.144064694331565875e+02 4.070000000000000000e+02
4.080000000000000000e+02 2.038182870370370381e+00 4.170836940048183692e+02 4.080000000000000000e+02
4.090000000000000000e+02 2.050208333333333410e+00 4.183164786458203821e+02 4.090000000000000000e+02
4.100000000000000000e+02 2.058541666666666714e+00 4.191651747578330856e+02 4.100000000000000000e+02
4.110000000000000000e+02 2.059259259259259789e+00 4.192752819751337938e+02 4.110000000000000000e+02
4.120000000000000000e+02 2.067488425925926077e+00 4.202639676608242780e+02 4.120000000000000000e+02
4.130000000000000000e+02 2.070636574074073977e+00 4.206478896255935638e+02 4.130000000000000000e+02
4.140000000000000000e+02 2.072662037037037219e+00 4.209000914572864076e+02 4.140000000000000000e+02
4.150000000000000000e+02 2.074780092592592773e+00 4.211537306995056724e+02 4.150000000000000000e+02
4.160000000000000000e+02 2.074942129629629761e+00 4.211736240430744260e+02 4.160000000000000000e+02
4.170000000000000000e+02 2.084791666666666821e+00 4.223133475804061732e+02 4.170000000000000000e+02
4.180000000000000000e+02 2.087210648148148273e+00 4.225898083467897095e+02 4.180000000000000000e+02
4.190000000000000000e+02 2.118749999999999911e+00 4.260178812767066461e+02 4.190000000000000000e+02
4.200000000000000000e+02 2.125254629629629743e+00 4.267107519865988365e+02 4.200000000000000000e+02
4.210000000000000000e+02 2.132534722222222179e+00 4.274728591209538422e+02 4.210000000000000000e+02
4.220000000000000000e+02 2.151296296296296262e+00 4.293694911825189138e+02 4.220000000000000000e+02
4.230000000000000000e+02 2.156793981481481381e+00 4.299229523733562814e+02 4.230000000000000000e+02
4.240000000000000000e+02 2.158715277777777608e+00 4.301231869267724051e+02 4.240000000000000000e+02
4.250000000000000000e+02 2.173263888888889106e+00 4.316889563467360063e+02 4.250000000000000000e+02
4.260000000000000000e+02 2.178148148148148167e+00 4.321970482367505610e+02 4.260000000000000000e+02
4.270000000000000000e+02 2.181782407407407476e+00 4.325785163267402140e+02 4.270000000000000000e+02
4.280000000000000000e+02 2.190150462962963118e+00 4.334443371097256659e+02 4.280000000000000000e+02
4.290000000000000000e+02 2.205555555555556158e+00 4.349752691942663319e+02 4.290000000000000000e+02
4.300000000000000000e+02 2.245856481481481648e+00 4.387715986069831615e+02 4.300000000000000000e+02
4.310000000000000000e+02 2.246793981481481683e+00 4.388648128194030278e+02 4.310000000000000000e+02
4.320000000000000000e+02 2.252777777777777768e+00 4.394469364470771779e+02 4.320000000000000000e+02
4.330000000000000000e+02 2.254201388888888768e+00 4.395991271608052671e+02 4.330000000000000000e+02
4.340000000000000000e+02 2.255636574074074030e+00 4.397511140179434506e+02 4.340000000000000000e+02
4.350000000000000000e+02 2.255879629629629068e+00 4.397829311021761782e+02 4.350000000000000000e+02
4.360000000000000000e+02 2.256550925925925988e+00 4.398852894380824523e+02 4.360000000000000000e+02
4.370000000000000000e+02 2.256828703703703809e+00 4.399278775786405049e+02 4.370000000000000000e+02
4.380000000000000000e+02 2.261597222222222037e+00 4.405342965622899669e+02 4.380000000000000000e+02
4.390000000000000000e+02 2.266273148148147953e+00 4.410669291550678963e+02 4.390000000000000000e+02
4.400000000000000000e+02 2.267511574074073888e+00 4.417165188395884456e+02 4.400000000000000000e+02
4.410000000000000000e+02 2.269085648148148060e+00 4.423338453189954862e+02 4.410000000000000000e+02
4.420000000000000000e+02 2.271956018518518583e+00 4.433416721771920948e+02 4.420000000000000000e+02
4.430000000000000000e+02 2.276550925925926006e+00 4.444971449079887975e+02 4.430000000000000000e+02
4.440000000000000000e+02 2.281180555555556211e+00 4.454338635130176840e+02 4.440000000000000000e+02
4.450000000000000000e+02 2.286249999999999893e+00 4.463846376025564950e+02 4.450000000000000000e+02
4.460000000000000000e+02 2.287743055555556015e+00 4.466824758988496455e+02 4.460000000000000000e+02
4.470000000000000000e+02 2.289641203703704164e+00 4.470399198391352229e+02 4.470000000000000000e+02
4.480000000000000000e+02 2.293263888888888768e+00 4.476694828992897897e+02 4.480000000000000000e+02
4.490000000000000000e+02 2.297499999999999876e+00 4.484418636720820359e+02 4.490000000000000000e+02
4.500000000000000000e+02 2.302893518518518423e+00 4.493118357956489604e+02 4.500000000000000000e+02
4.510000000000000000e+02 2.304282407407407529e+00 4.495491818769418160e+02 4.510000000000000000e+02
4.520000000000000000e+02 2.304467592592592595e+00 4.495808634855030164e+02 4.520000000000000000e+02
4.530000000000000000e+02 2.304699074074074261e+00 4.496311186407981495e+02 4.530000000000000000e+02
4.540000000000000000e+02 2.305844907407407440e+00 4.498639948639743125e+02 4.540000000000000000e+02
4.550000000000000000e+02 2.310601851851851851e+00 4.507209501216068475e+02 4.550000000000000000e+02
4.560000000000000000e+02 2.315023148148148024e+00 4.514498837441352634e+02 4.560000000000000000e+02
4.570000000000000000e+02 2.317499999999999893e+00 4.518454319338178493e+02 4.570000000000000000e+02
4.580000000000000000e+02 2.325405092592592649e+00 4.530282198490320411e+02 4.580000000000000000e+02
4.590000000000000000e+02 2.331875000000000142e+00 4.539831174830705436e+02 4.590000000000000000e+02
4.600000000000000000e+02 2.338333333333333375e+00 4.549230828320709179e+02 4.600000000000000000e+02
4.610000000000000000e+02 2.339791666666666714e+00 4.551402641455058529e+02 4.610000000000000000e+02
4.620000000000000000e+02 2.342696759259259132e+00 4.555592343530792618e+02 4.620000000000000000e+02
4.630000000000000000e+02 2.362245370370370523e+00 4.589056370639990519e+02 4.630000000000000000e+02
4.640000000000000000e+02 2.368159722222222374e+00 4.598022365377548795e+02 4.640000000000000000e+02
4.650000000000000000e+02 2.372604166666666181e+00 4.604403411817949063e+02 4.650000000000000000e+02
4.660000000000000000e+02 2.373055555555556140e+00 4.605132465100271020e+02 4.660000000000000000e+02
4.670000000000000000e+02 2.383715277777777697e+00 4.620602103489999877e+02 4.670000000000000000e+02
4.680000000000000000e+02 2.392141203703704200e+00 4.631927681768525531e+02 4.680000000000000000e+02
4.690000000000000000e+02 2.394710648148147936e+00 4.635370655937660445e+02 4.690000000000000000e+02
4.700000000000000000e+02 2.396122685185185119e+00 4.637466109499515596e+02 4.700000000000000000e+02
4.710000000000000000e+02 2.397719907407407813e+00 4.641741626030551515e+02 4.710000000000000000e+02
4.720000000000000000e+02 2.400266203703703916e+00 4.647055963361692079e+02 4.720000000000000000e+02
4.730000000000000000e+02 2.406689814814814810e+00 4.657943732939835400e+02 4.730000000000000000e+02
4.740000000000000000e+02 2.409884259259259753e+00 4.667202428064775859e+02 4.740000000000000000e+02
4.750000000000000000e+02 2.415312500000000195e+00 4.678220667156926993e+02 4.750000000000000000e+02
4.760000000000000000e+02 2.424143518518518725e+00 4.693274178481724448e+02 4.760000000000000000e+02
4.770000000000000000e+02 2.425289351851851904e+00 4.695132160916438124e+02 4.770000000000000000e+02
4.780000000000000000e+02 2.427638888888888680e+00 4.698953085349281196e+02 4.780000000000000000e+02
4.790000000000000000e+02 2.428090277777777750e+00 4.699960998243171275e+02 4.790000000000000000e+02
4.800000000000000000e+02 2.428969907407407813e+00 4.701991428412520690e+02 4.800000000000000000e+02
4.810000000000000000e+02 2.438437500000000036e+00 4.718521961983892083e+02 4.810000000000000000e+02
4.820000000000000000e+02 2.438900462962962923e+00 4.719285498879307852e+02 4.820000000000000000e+02
4.830000000000000000e+02 2.444548611111111214e+00 4.729184700783762310e+02 4.830000000000000000e+02
4.840000000000000000e+02 2.462870370370370487e+00 4.758233632057575733e+02 4.840000000000000000e+02
4.850000000000000000e+02 2.462997685185185137e+00 4.758427926661908032e+02 4.850000000000000000e+02
4.860000000000000000e+02 2.463472222222222285e+00 4.759200262073845806e+02 4.860000000000000000e+02
4.870000000000000000e+02 2.465659722222222072e+00 4.762783698503113214e+02 4.870000000000000000e+02
4.880000000000000000e+02 2.473935185185185404e+00 4.776357537111575198e+02 4.880000000000000000e+02
4.890000000000000000e+02 2.481168981481481683e+00 4.786992916042731849e+02 4.890000000000000000e+02
4.900000000000000000e+02 2.488738425925925757e+00 4.797634220662414464e+02 4.900000000000000000e+02
4.910000000000000000e+02 2.506400462962962816e+00 4.820907048136355684e+02 4.910000000000000000e+02
4.920000000000000000e+02 2.510648148148148184e+00 4.827121641093447124e+02 4.920000000000000000e+02
4.930000000000000000e+02 2.512361111111111711e+00 4.829523525522363911e+02 4.930000000000000000e+02
4.940000000000000000e+02 2.516886574074074012e+00 4.835891009556963809e+02 4.940000000000000000e+02
4.950000000000000000e+02 2.521168981481481275e+00 4.841700335038150911e+02 4.950000000000000000e+02
4.960000000000000000e+02 2.525185185185184977e+00 4.847364168760370831e+02 4.960000000000000000e+02
4.970000000000000000e+02 2.534837962962963154e+00 4.860080863569600638e+02 4.970000000000000000e+02
4.980000000000000000e+02 2.540787037037036900e+00 4.867754986224385334e+02 4.980000000000000000e+02
4.990000000000000000e+02 2.546898148148148078e+00 4.875516451226748131e+02 4.990000000000000000e+02
5.000000000000000000e+02 2.548275462962962923e+00 4.877357161406586670e+02 5.000000000000000000e+02
5.010000000000000000e+02 2.570150462962963012e+00 4.903927216397324287e+02 5.010000000000000000e+02
5.020000000000000000e+02 2.570300925925925739e+00 4.904130376859874332e+02 5.020000000000000000e+02
5.030000000000000000e+02 2.573611111111111072e+00 4.908907885019993387e+02 5.030000000000000000e+02
5.040000000000000000e+02 2.575775462962962781e+00 4.911876728528368972e+02 5.040000000000000000e+02
5.050000000000000000e+02 2.576585648148148167e+00 4.913364331709134376e+02 5.050000000000000000e+02
5.060000000000000000e+02 2.582789351851852100e+00 4.922473857504410830e+02 5.060000000000000000e+02
5.070000000000000000e+02 2.591643518518518707e+00 4.934066444887523630e+02 5.070000000000000000e+02
5.080000000000000000e+02 2.599409722222222108e+00 4.944024516966363763e+02 5.080000000000000000e+02
5.090000000000000000e+02 2.604236111111111196e+00 4.951105615410535279e+02 5.090000000000000000e+02
5.100000000000000000e+02 2.610497685185185102e+00 4.959325492361305692e+02 5.100000000000000000e+02
5.110000000000000000e+02 2.613645833333333002e+00 4.964958054835331609e+02 5.110000000000000000e+02
5.120000000000000000e+02 2.643761574074074083e+00 5.003090090189256216e+02 5.120000000000000000e+02
5.130000000000000000e+02 2.649247685185185386e+00 5.009728499383926419e+02 5.130000000000000000e+02
5.140000000000000000e+02 2.665011574074073852e+00 5.028713944844215007e+02 5.140000000000000000e+02
5.150000000000000000e+02 2.672488425925926059e+00 5.037807783553284366e+02 5.150000000000000000e+02
5.160000000000000000e+02 2.676458333333333162e+00 5.043135883423651080e+02 5.160000000000000000e+02
5.170000000000000000e+02 2.676689814814814827e+00 5.043458462163821991e+02 5.170000000000000000e+02
5.180000000000000000e+02 2.689143518518518405e+00 5.060154235783527383e+02 5.180000000000000000e+02
5.190000000000000000e+02 2.702094907407407209e+00 5.076297218585773408e+02 5.190000000000000000e+02
5.200000000000000000e+02 2.702939814814814934e+00 5.083018246458852900e+02 5.200000000000000000e+02
5.210000000000000000e+02 2.705347222222222126e+00 5.094182953490067689e+02 5.210000000000000000e+02
5.220000000000000000e+02 2.705636574074074208e+00 5.095244982864182930e+02 5.220000000000000000e+02
5.230000000000000000e+02 2.711458333333333304e+00 5.112601549070416240e+02 5.230000000000000000e+02
5.240000000000000000e+02 2.715023148148147936e+00 5.120923395117897599e+02 5.240000000000000000e+02
5.250000000000000000e+02 2.724166666666666181e+00 5.139112258741744199e+02 5.250000000000000000e+02
5.260000000000000000e+02 2.729745370370370239e+00 5.148896633912798961e+02 5.260000000000000000e+02
5.270000000000000000e+02 2.731145833333333162e+00 5.151322769272526330e+02 5.270000000000000000e+02
5.280000000000000000e+02 2.736284722222222410e+00 5.160635992761642683e+02 5.280000000000000000e+02
5.290000000000000000e+02 2.737986111111111232e+00 5.164454929702512800e+02 5.290000000000000000e+02
5.300000000000000000e+02 2.738194444444444375e+00 5.164956985749151954e+02 5.300000000000000000e+02
5.310000000000000000e+02 2.757905092592592755e+00 5.198647649350862139e+02 5.310000000000000000e+02
5.320000000000000000e+02 2.764629629629629104e+00 5.208636525168508342e+02 5.320000000000000000e+02
5.330000000000000000e+02 2.799988425925926006e+00 5.255380112893299156e+02 5.330000000000000000e+02
5.340000000000000000e+02 2.801863425925926077e+00 5.257856766294569297e+02 5.340000000000000000e+02
5.350000000000000000e+02 2.808321759259259753e+00 5.266380796436666287e+02 5.350000000000000000e+02
5.360000000000000000e+02 2.838900462962962834e+00 5.303118520579347432e+02 5.360000000000000000e+02
5.370000000000000000e+02 2.841712962962962941e+00 5.306436897903527097e+02 5.370000000000000000e+02
5.380000000000000000e+02 2.851238425925926023e+00 5.317786736737491537e+02 5.380000000000000000e+02
5.390000000000000000e+02 2.866759259259259451e+00 5.335952057417189280e+02 5.390000000000000000e+02
5.400000000000000000e+02 2.868784722222221806e+00 5.338411874167450151e+02 5.400000000000000000e+02
5.410000000000000000e+02 2.872233796296296493e+00 5.342773305329008053e+02 5.410000000000000000e+02
5.420000000000000000e+02 2.877407407407406748e+00 5.349018654276995903e+02 5.420000000000000000e+02
5.430000000000000000e+02 2.878726851851852064e+00 5.350720200058951832e+02 5.430000000000000000e+02
5.440000000000000000e+02 2.879016203703704146e+00 5.351114991364217985e+02 5.440000000000000000e+02
5.450000000000000000e+02 2.887962962962963065e+00 5.362086988722594469e+02 5.450000000000000000e+02
5.460000000000000000e+02 2.903425925925926077e+00 5.380084847330524553e+02 5.460000000000000000e+02
5.470000000000000000e+02 2.906296296296296156e+00 5.383704401684698269e+02 5.470000000000000000e+02
5.480000000000000000e+02 2.911643518518518547e+00 5.390375235002488807e+02 5.480000000000000000e+02
5.490000000000000000e+02 2.912407407407407778e+00 5.397778144173023520e+02 5.490000000000000000e+02
5.500000000000000000e+02 2.919444444444444287e+00 5.426436818236503541e+02 5.500000000000000000e+02
5.510000000000000000e+02 2.919872685185185279e+00 5.427665280872581661e+02 5.510000000000000000e+02
5.520000000000000000e+02 2.920162037037036473e+00 5.429049678890478390e+02 5.520000000000000000e+02
5.530000000000000000e+02 2.922129629629629743e+00 5.436828200378251950e+02 5.530000000000000000e+02
5.540000000000000000e+02 2.922395833333333304e+00 5.437802811119936450e+02 5.540000000000000000e+02
5.550000000000000000e+02 2.926250000000000018e+00 5.452758454900912284e+02 5.550000000000000000e+02
5.560000000000000000e+02 2.927650462962962941e+00 5.460946252452104090e+02 5.560000000000000000e+02
5.570000000000000000e+02 2.928136574074073462e+00 5.463422906787693591e+02 5.570000000000000000e+02
5.580000000000000000e+02 2.931076388888889550e+00 5.477487553262993742e+02 5.580000000000000000e+02
5.590000000000000000e+02 2.933321759259260197e+00 5.486726748405299077e+02 5.590000000000000000e+02
5.600000000000000000e+02 2.934247685185185084e+00 5.490215285843015636e+02 5.600000000000000000e+02
5.610000000000000000e+02 2.935219907407407458e+00 5.493799510236354990e+02 5.610000000000000000e+02
5.620000000000000000e+02 2.936006944444444322e+00 5.496696056917858186e+02 5.620000000000000000e+02
5.630000000000000000e+02 2.944490740740740353e+00 5.522244374080203215e+02 5.630000000000000000e+02
5.640000000000000000e+02 2.945023148148148362e+00 5.523704132932981565e+02 5.640000000000000000e+02
5.650000000000000000e+02 2.951458333333333073e+00 5.543766731283487843e+02 5.650000000000000000e+02
5.660000000000000000e+02 2.963333333333333375e+00 5.572327465649572105e+02 5.660000000000000000e+02
5.670000000000000000e+02 2.970243055555556122e+00 5.587783439163932826e+02 5.670000000000000000e+02
5.680000000000000000e+02 2.972986111111111107e+00 5.593572853233497426e+02 5.680000000000000000e+02
5.690000000000000000e+02 2.977314814814814525e+00 5.602886584317226379e+02 5.690000000000000000e+02
5.700000000000000000e+02 2.983773148148147758e+00 5.616224953079461102e+02 5.700000000000000000e+02
5.710000000000000000e+02 2.985254629629629619e+00 5.619229575873850990e+02 5.710000000000000000e+02
5.720000000000000000e+02 2.989618055555555820e+00 5.627791644263105582e+02 5.720000000000000000e+02
5.730000000000000000e+02 2.997106481481481399e+00 5.641692313917894808e+02 5.730000000000000000e+02
5.740000000000000000e+02 2.997696759259259380e+00 5.643028699906612928e+02 5.740000000000000000e+02
5.750000000000000000e+02 2.999178240740740797e+00 5.646189086333222349e+02 5.750000000000000000e+02
5.760000000000000000e+02 3.015636574074073817e+00 5.675615645598503534e+02 5.760000000000000000e+02
5.770000000000000000e+02 3.016307870370370736e+00 5.677004461610227963e+02 5.770000000000000000e+02
5.780000000000000000e+02 3.026469907407407955e+00 5.695681646489186960e+02 5.780000000000000000e+02
5.790000000000000000e+02 3.048125000000000195e+00 5.729792935762549178e+02 5.790000000000000000e+02
5.800000000000000000e+02 3.065335648148148184e+00 5.754648101218461989e+02 5.800000000000000000e+02
5.810000000000000000e+02 3.073761574074074243e+00 5.767010165177314320e+02 5.810000000000000000e+02
